OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
3142200,04092017126,SASSOOL,1347 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 300-5586,2015/12/07 05:00:00+00,Restaurant,17189,-78.78193974,35.75976658,M
3142201,04092017127,HOLIDAY INN EXPRESS BREAKFAST,3618 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 256-2800,2016/01/05 05:00:00+00,Restaurant,17197,-78.57835567,35.7963578,M
3142202,04092021926,CIRCLE K #2703126,3220 POOLE RD ,,RALEIGH,NC,27610,,2016/01/05 05:00:00+00,Food Stand,17202,-78.58406526,35.77093117,M
3142203,04092017132,WAFFLE HOUSE #2171,102 PEARCES RD ,,ZEBULON,NC,27597,(919) 404-4600,2016/01/14 05:00:00+00,Restaurant,17209,-78.32387376,35.83922283,M
3142204,04092017135,GOOD HARVEST,1104 LEDSOME LN ,SUITE 105,CARY,NC,27511,(919) 322-5558,2016/01/19 05:00:00+00,Restaurant,17217,-78.74823051,35.76313262,M
3142205,04092021941,Circle K #2720916,3721 TRYON RD ,,RALEIGH,NC,27606,(919) 838-1456,2016/02/12 05:00:00+00,Food Stand,17247,-78.70153157,35.74776763,M
3142206,04092017139,ARBY'S #6335,1300 E 5TH AVE ,,GARNER,NC,27529,(919) 662-7749,2016/02/03 05:00:00+00,Restaurant,17228,-78.62088507,35.70869796,M
3142207,04092021942,CIRCLE K #2720320,3289 AVENT FERRY RD ,,RALEIGH,NC,27606,(919) 851-4889,2016/02/12 05:00:00+00,Food Stand,17248,-78.69673573,35.76720142,M
3142208,04092021943,Circle K #2720823,5801  TRYON  RD ,,CARY,NC,27518,(919) 859-5800,2016/02/17 05:00:00+00,Food Stand,17251,-78.73858612,35.74524027,M
3142209,04092021944,Circle K #2720914,1001 SE CARY PKY ,,CARY,NC,27518,(919) 851-6683,2016/02/17 05:00:00+00,Food Stand,17252,-78.76310787,35.74508788,M
3142210,04092017144,MOE'S #100810,8111-101 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 803-0542,2016/01/29 05:00:00+00,Restaurant,17239,-78.68081035,35.89754797,M
3142211,04092017148,Circle K #1516,3505  KILDAIRE FARM RD ,,CARY,NC,27518,(919) 363-8103,2016/02/17 05:00:00+00,Restaurant,17253,-78.79384541,35.70271047,M
3142212,04092017143,JUBALA COFFEE,2100-100 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 792-1767,2016/01/28 05:00:00+00,Restaurant,17240,-78.6631086,35.78642353,M
3142213,04092017149,AJ'S FOOD MART,6204 TEN TEN RD ,,APEX,NC,27502,(919) 779-3900,2016/02/18 05:00:00+00,Restaurant,17257,-78.73671179,35.67670594,M
3142214,04092017154,CAFE TIRAMISU,6008 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 790-1006,2016/02/17 05:00:00+00,Restaurant,17268,-78.6187408,35.86627943,M
3142215,04092017150,ARBYS #6768,1500 E WILLIAMS ST ,,APEX,NC,27502,(919) 323-0295,2016/02/22 05:00:00+00,Restaurant,17279,-78.83904369,35.71089517,M
3142216,04092017151,ARBY'S #6554,1031 HARRISON AVE ,,CARY,NC,27513,(919) 469-1887,2016/02/22 05:00:00+00,Restaurant,17264,-78.78300948,35.80411588,M
3142217,04092021934,CIRCLE K #2720457,705 E WILLIAMS ST ,,APEX,NC,27502,(919) 362-1164,2016/02/24 05:00:00+00,Food Stand,17280,-78.84527736,35.72350124,M
3142218,04092017156,SAINT JACQUES FRENCH CUISINE,6112 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 862-2770,2016/02/22 05:00:00+00,Restaurant,17281,-78.6187408,35.86627943,M
3142219,04092021946,CIrcle K #2723475,3741 CAPITAL BLVD ,,RALEIGH,NC,27604-3329,(919) 875-0098,2016/02/22 05:00:00+00,Food Stand,17282,-78.58499917,35.83184496,M
3142220,04092021938,CIRCLE K #3797,302 E WILLIAMS ST ,,APEX,NC,27502,(919) 387-3947,2016/02/24 05:00:00+00,Food Stand,17283,-78.85121029,35.72585566,M
3142221,04092017152,ARBYS #6657,9221 FAIRBANKS RD ,,RALEIGH,NC,27613,(919) 329-2768,2016/02/22 05:00:00+00,Restaurant,17265,-78.72644123,35.89837825,M
3142222,04092021933,CIRCLE K #3795,1410 W Williams  ST ,,APEX,NC,27523,(919) 363-4582,2016/02/24 05:00:00+00,Food Stand,17288,-78.87632927,35.75184697,M
3142223,04092017138,CIRCLE K/SUBWAY #2724280 ,4402 TEN TEN RD ,,APEX,NC,27539,(919) 363-7650,2016/02/25 05:00:00+00,Restaurant,17289,-78.77213647,35.69447394,M
3142224,04092021928,CIRCLE K #2723302,1414  E WILLIAMS ST ,,APEX,NC,27539,(919) 362-5131,2016/02/25 05:00:00+00,Food Stand,17290,-78.83931692,35.71149361,M
3142225,04092021936,CIRCLE K #3146,1720  N MAIN ST ,,FUQUAY VARINA,NC,27526,,2016/02/25 05:00:00+00,Food Stand,17292,-78.75810908,35.59678082,M
3142226,04092017158,ARBY'S #7668,2104 S MAIN ST ,,WAKE FOREST,NC,27587,(919) 556-6724,2016/02/26 05:00:00+00,Restaurant,17293,-78.5339887,35.94898611,M
3142227,04092021929,CIRCLE  K #3488,1032 N HARRISON  AVE ,,CARY,NC,27513,(919) 468-9848,2016/02/26 05:00:00+00,Food Stand,17296,-78.7823636,35.80445646,M
3142228,04092021937,CIRCLE K #3886,3610 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 388-8805,2016/02/29 05:00:00+00,Food Stand,17297,-78.84778427,35.82318005,M
3142229,04092021932,CIRCLE K #2720850,100 FACTORY SHOPS RD ,,MORRISVILLE,NC,27560-8402,(919) 467-6009,2016/02/29 05:00:00+00,Food Stand,17298,-78.8177371,35.86082706,M
3142230,04092017159,ARBY'S #6151,6308  CAPITAL BLVD ,,RALEIGH,NC,27616,(919) 954-6185,2016/02/23 05:00:00+00,Restaurant,17299,-78.57917753,35.87164303,M
3142231,04092021931,Circle K   #0846,1800 LAURA DUNCAN RD ,,APEX,NC,27523-1564,(919) 387-7984,2016/02/29 05:00:00+00,Food Stand,17300,-78.83458707,35.74814473,M
3142232,04092017160,SUSHI SIAM,928 GATEWAY COMMONS CIR ,,WAKE FOREST,NC,27587,(919) 263-8241,2016/02/19 05:00:00+00,Restaurant,17302,-78.4951784,35.96732914,M
3142233,04092017162,JIMMY JOHN'S #3436,2012 BOULDERSTONE WAY ,,CARY,NC,27519,(919) 461-0171,2016/02/23 05:00:00+00,Restaurant,17304,-78.84859346,35.79156535,M
3142234,04092021947,HARRIS TEETER #331 STARBUCKS,3430 TEN TEN RD ,,CARY,NC,27518,(391) 938-8272,2016/02/26 05:00:00+00,Food Stand,17308,-78.79278417,35.70189107,M
3142235,04092017161,VIC'S ITALIAN RESTAURANT & PIZZERIA,4035-109 LAKE BOONE TRL ,,RALEIGH,NC,27607,(984) 200-9292,2016/02/26 05:00:00+00,Restaurant,17303,-78.69765947,35.81547554,M
3142236,04092021948,Circle K #23118,919 DURHAM RD ,,WAKE FOREST,NC,27587,(919) 562-7823,2016/03/02 05:00:00+00,Food Stand,17312,-78.54189381,35.97777466,M
3142237,04092017169,THE PROVINCIAL,119 N SALEM ST ,,APEX,NC,27502,(919) 372-5921,2016/03/02 05:00:00+00,Restaurant,17322,-78.85138015,35.73144128,M
3142238,04092017168,BUFFALO BROTHERS GARNER,7245 WHITE OAK RD ,,GARNER,NC,27529,(919) 803-1939,2016/03/03 05:00:00+00,Restaurant,17323,-78.58073782,35.68789371,M
3142239,04092021949,Circle K#2723100,6317 CREEDMOOR RD ,,RALEIGH,NC,27612-6709,(919) 870-1108,2016/03/16 04:00:00+00,Food Stand,17337,-78.68016239,35.87266067,M
3142240,04092017173,AKARI EXPRESS,2109-118 AVENT FERRY RD ,,RALEIGH,NC,27606,(919) 232-5380,2016/03/09 05:00:00+00,Restaurant,17329,-78.67658538,35.77936846,M
3142241,04092021950,KANGAROO EXPRESS #2720869,8500 HARPS MILL RD ,,RALEIGH,NC,27615-3834,(919) 872-0614,2016/03/16 04:00:00+00,Food Stand,17341,-78.60165311,35.89132184,M
3142242,04092021951,Circle K #2723098,4302 WAKE FOREST RD ,,RALEIGH,NC,27609,(919) 878-0864,2016/03/18 04:00:00+00,Food Stand,17345,-78.61109294,35.83928791,M
3142243,04092017181,COSTCO WHOLESALE #1206 FOOD COURT,1021 PINE PLAZA DR ,,APEX,NC,27523,(919) 331-6035,2016/03/14 04:00:00+00,Restaurant,17346,-78.82726689,35.7464159,M
3142244,04092017179,DUCK DONUTS,8323 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 847-8300,2016/03/08 05:00:00+00,Restaurant,17348,-78.68223183,35.90105252,M
3142245,04092017178,RALEIGH RAW,7 W HARGETT ST ,,RALEIGH,NC,27601,(919) 400-0944,2016/03/14 04:00:00+00,Restaurant,17349,-78.63957991,35.77810063,M
3142246,04092021953,COSTCO WHOLESALE #1206 ROTISSERIE/DELI,1021 PINE PLAZA DR ,,APEX,NC,27523,(919) 331-6035,2016/03/14 04:00:00+00,Food Stand,17350,-78.82726689,35.7464159,M
3142247,04092021952,COSTCO WHOLESALE #1206 MEAT,1021 PINE PLAZA DR ,,APEX,NC,27523,(919) 331-6035,2016/03/14 04:00:00+00,Food Stand,17351,-78.82726689,35.7464159,M
3142248,04092017187,THE 19TH HOLE,1527 TRYON RD ,,RALEIGH,NC,27603,(919) 772-9987,2016/04/01 04:00:00+00,Restaurant,17370,-78.66755526,35.73521897,M
3142249,04092017190,THE FALCON'S NEST AT ST. AUGUSTINE,1315 OAKWOOD AVE ,,RALEIGH,NC,27601,(919) 821-7646,2016/03/28 04:00:00+00,Restaurant,17386,-78.61949307,35.78808582,M
3142250,04092017192,STARBUCKS #19453,185 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 557-3246,2016/04/05 04:00:00+00,Restaurant,17389,-78.84948074,35.66266499,M
3142251,04092017195,STARBUCKS #23309,1015 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 466-8062,2016/04/07 04:00:00+00,Restaurant,17398,-78.88790674,35.84638553,M
3142252,04092021954,EDIBLE ARRANGEMENTS #365-CARY,207 CROSSROADS BLVD ,,CARY,NC,27511,(919) 851-7065,2016/04/15 04:00:00+00,Food Stand,17419,-78.73871452,35.76064286,M
3142253,04092017204,THE HICKORY TAVERN #26,1156 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 466-7802,2016/04/12 04:00:00+00,Restaurant,17421,-78.88929654,35.84836226,M
3142254,04092017203,CHUY'S #72,1035 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 388-7453,2016/04/12 04:00:00+00,Restaurant,17422,-78.88869026,35.84658961,M
3142255,04092017198,THE FORKS CAFETERIA AND CATERING,339 S BROOKS ST ,,WAKE FOREST,NC,27587-2901,(919) 556-6544,2016/04/18 04:00:00+00,Restaurant,17420,-78.50934374,35.97532293,M
3142256,04092021958,GARNER RECREATIONAL PARK CONCESSION,221 E GARNER RD ,,GARNER,NC,27529,,2016/04/08 04:00:00+00,Food Stand,17428,-78.60281113,35.70944068,M
3142257,04092021957,SOUTH GARNER PARK CONCESSION,1210 POOLE DR ,,GARNER,NC,27529,,2016/04/08 04:00:00+00,Food Stand,17429,-78.6271324,35.69221325,M
3142258,04092017205,LOWES FOODS #185 DELI,1845 AVERSBORO RD ,,GARNER,NC,27529,(919) 779-9907,2015/06/05 04:00:00+00,Restaurant,17439,-78.61583871,35.68506655,M
3142259,04092017214,HIMALAYAN RANGE,910 NE MAYNARD RD ,,CARY,NC,27513,(919) 378-9886,2016/04/13 04:00:00+00,Restaurant,17477,-78.76838489,35.80043169,M
3142260,04092017212,SUBWAY #1119,3130 INTEGRITY DR ,,GARNER,NC,27529,(919) 200-6863,2016/04/29 04:00:00+00,Restaurant,17479,-78.58170053,35.72615531,M
3142261,04092017213,PANERA BREAD #1869,15 CABELA DR ,,GARNER,NC,27529,(919) 334-5762,2016/04/20 04:00:00+00,Restaurant,17480,-78.58701959,35.69767128,M
3142262,04092017216,SHEETZ #598,1885 N BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 567-1333,2016/04/22 04:00:00+00,Restaurant,17484,-78.80807717,35.61018975,M
3142263,04092017217,THE MASON JAR TAVERN,305 S MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 762-5555,2016/04/28 04:00:00+00,Restaurant,17485,-78.79935598,35.58164085,M
3142264,04092110507,GREEN LEADERSHIP AND WORLD LANGUAGES MAGNET ELEMENTARY SCHOOL CAFETERIA,5307 SIX FORKS RD ,,RALEIGH,NC,27609,(919) 431-8141 ext. 22641,2016/05/05 04:00:00+00,Public School Lunchrooms,17506,-78.64443464,35.85411584,M
3142265,04092021959,Las Carolinas Grocery & Grill,4905 Guy RD ,,CLAYTON,NC,27520,(919) 359-0089,2016/05/17 04:00:00+00,Food Stand,17546,-78.52179304,35.67702979,M
3142266,04092017227,QUICKLY,4141 DAVIS DR ,,MORRISVILLE,NC,27560,(984) 465-0347,2016/05/19 04:00:00+00,Restaurant,17569,-78.85811606,35.83562716,M
3142267,04092017226,RED ROBIN #688,10 CABELA DR ,,GARNER,NC,27529,(919) 444-2142,2016/05/04 04:00:00+00,Restaurant,17570,-78.58612417,35.69743842,M
3142268,04092017223,EGGS UP GRILL #17,1436 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 285-4463,2016/05/10 04:00:00+00,Restaurant,17573,-78.77067049,35.59261337,M
3142269,04092017224,PHO XPRESS,7841-130 ALEXANDER PROMENADE PL ,,RALEIGH,NC,27617,(919) 400-4100,2016/05/05 04:00:00+00,Restaurant,17572,-78.78033581,35.91281167,M
3142270,04092021961,PUBLIX #1520 MEAT/SEAFOOD,3480 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 303-4024,2016/05/23 04:00:00+00,Food Stand,17578,-78.79652253,35.70711378,M
3142271,04092021962,PUBLIX #1520 PRODUCE,3480 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 303-4024,2016/05/23 04:00:00+00,Food Stand,17579,-78.79652253,35.70711378,M
3142272,04092021963,PUBLIX #1520 DELI,3480 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 303-4024,2016/05/23 04:00:00+00,Food Stand,17580,-78.79652253,35.70711378,M
3142273,04092017229,CAFE SAGE @HOLIDAY INN CARY,5630 DILLARD DR ,,CARY,NC,27518,(919) 851-1220,2016/05/26 04:00:00+00,Restaurant,17586,-78.73628587,35.75553675,M
3142274,04092017232,TAZZA KITCHEN - SCV,600 LEDGESTONE WAY ,,CARY,NC,27519,(919) 651-8281,2016/05/10 04:00:00+00,Restaurant,17599,-78.84859346,35.79156535,M
3142275,04092110508,PINE HOLLOW MIDDLE SCHOOL CAFETERIA,5365 BARTRAM PL ,,RALEIGH,NC,27617,(919) 694-8880 ext. 22684,2016/05/24 04:00:00+00,Public School Lunchrooms,17601,-78.73483909,35.90794226,M
3142276,04092017233,ALOFT RDU REFUEL,10020 SELLONA ST ,,RALEIGH,NC,27617,(919) 957-8523,2016/05/26 04:00:00+00,Restaurant,17604,-78.80779304,35.8955942,M
3142277,04092017241,Tacos Estilo Hidalgo,748 E Chatham ST ,STE B,CARY,NC,27511,(919) 465-1435,2016/06/15 04:00:00+00,Restaurant,17630,-78.76514155,35.79157241,M
3142278,04092017235,RISE BISCUITS & DONUTS,8301-101 BRIER CREEK PKY ,,RALEIGH,NC,27617,(984) 244-7218,2016/06/02 04:00:00+00,Restaurant,17606,-78.78526235,35.90870808,M
3142279,04092017243,TENKO JAPAN,280 MEETING ST ,#103,CARY,NC,27518,(984) 200-0569,2016/06/17 04:00:00+00,Restaurant,17633,-78.74478781,35.75666346,M
3142280,04092017244,WHISKEY KITCHEN,201 W MARTIN ST ,,RALEIGH,NC,27601,(919) 803-3181,2016/06/17 04:00:00+00,Restaurant,17634,-78.64215374,35.77671492,M
3142281,04092017245,SALVIO'S PIZZERIA,6325 FALLS OF NEUSE RD ,STE 69,RALEIGH,NC,27615,(919) 981-5678,2016/06/22 04:00:00+00,Restaurant,17635,-78.62251606,35.86922851,M
3142282,04092017237,GRANDMA'S DINER,11216-106 CAPITAL BLVD ,,WAKE FOREST,NC,27587,(919) 556-9600,2016/06/03 04:00:00+00,Restaurant,17617,-78.53929729,35.95044368,M
3142283,04092017248,CELLAR 55,1351 E BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 446-1156,2016/06/15 04:00:00+00,Restaurant,17644,-78.77604319,35.59548799,M
3142284,04092017246,GREEK BASMA,7272 GB ALFORD HWY ,,HOLLY SPRINGS,NC,27540,(919) 285-0808,2016/06/24 04:00:00+00,Restaurant,17646,-78.83292783,35.63500069,M
3142285,04092017254,THE CAPITAL GRILLE,4242 SIX FORKS RD ,,RALEIGH,NC,27609,(919) 787-3901,2016/06/27 04:00:00+00,Restaurant,17668,-78.64071469,35.83797961,M
3142286,04092017250,MIKE'S PIZZA & ITALIAN RESTAURANT,3919 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 250-0700,2016/06/29 04:00:00+00,Restaurant,17672,-78.57014599,35.80045574,M
3142287,04092021966,SPEEDWAY #8291,100 BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 557-9480,2016/05/19 04:00:00+00,Food Stand,17642,-78.80112909,35.59923488,M
3142288,04092017255,SONIC DRIVE-IN #4349,4648 Atlantic AVE ,,RALEIGH,NC,27604,(919) 876-5185,2016/07/07 04:00:00+00,Restaurant,17679,-78.60126468,35.84763017,M
3142289,04092017257,BRIGS AT THE FOREST,12338 WAKE UNION CHURCH RD ,,WAKE FOREST,NC,27587,(919) 556-8422,2016/07/12 04:00:00+00,Restaurant,17684,-78.54195397,35.98159422,M
3142290,04092040340,FRESH OUTTA BROOKLYN (WCID #550),222 W HARGETT ST ,,RALEIGH,NC,27603,(757) 706-2082,2016/07/12 04:00:00+00,Pushcarts,17702,-78.64298517,35.77873603,M
3142291,04092110510,SOUTH GARNER HIGH SCHOOL CAFETERIA,8228 HEBRON CHURCH RD ,,GARNER,NC,27529,(919) 662-2379 ext. 23590,2016/07/14 04:00:00+00,Public School Lunchrooms,17706,-78.57968059,35.65502091,M
3142292,04092017252,WINGS OVER RALEIGH,2900-100 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 546-9111,2016/06/29 04:00:00+00,Restaurant,17670,-78.67504479,35.78934001,M
3142293,04092110509,OAK VIEW ELEMENTARY SCHOOL CAFETERIA,11500 HOLLY SPRINGS NEW HILL RD ,,APEX,NC,27571,(919) 694-8885 ext. 23552,2016/07/06 04:00:00+00,Public School Lunchrooms,17707,-78.86600938,35.66227694,M
3142294,04092017259,STARBUCKS # 26652,212 HINTON OAKS BLVD ,,KNIGHTDALE,NC,27545,(919) 801-5181,2016/07/19 04:00:00+00,Restaurant,17712,-78.512594,35.79763536,M
3142295,04092017275,SHEETZ #600,1019 MORRISVILLE PKY ,,MORRISVILLE,NC,27560,(919) 388-0394,2016/07/07 04:00:00+00,Restaurant,17720,-78.82183146,35.80911724,M
3142296,04092017274,HARRIS TEETER #43 STARBUCKS,3638 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 562-9521,2016/06/24 04:00:00+00,Restaurant,17721,-78.50482591,35.94464166,M
3142297,04092017261,WING STOP,4531-100 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 561-6161,2016/07/22 04:00:00+00,Restaurant,17710,-78.56019426,35.79845043,M
3142298,04092017276,TASTE VIETNAMESE CUISINE,152 MORRISVILLE SQUARE WAY ,,MORRISVILLE,NC,27560,(919) 234-6385,2016/08/04 04:00:00+00,Restaurant,17733,-78.82897679,35.81951783,M
3142299,04092300272,RTP SABZI MANDI MEAT MARKET,1004-100 LOWER SHILOH WAY ,,MORRISVILLE,NC,27560,(919) 342-7171,2016/07/22 04:00:00+00,Meat Market,17716,-78.84631238,35.86492298,M
3142300,04092110511,PLEASANT GROVE CHURCH ROAD ELEMENTARY CAFETERIA,3605 PLEASANT GROVE CHURCH RD ,,CARY,NC,27560,(919) 694-8770 ext. 22843,2016/07/28 04:00:00+00,Public School Lunchrooms,17740,-78.82078862,35.88684181,M
3142301,04092021969,SPEEDWAY #6989,10920 CREEDMOOR RD ,,RALEIGH,NC,27615,(919) 870-6057,2016/07/28 04:00:00+00,Food Stand,17741,-78.68548351,35.94189642,M
3142302,04092017285,Szechuan Garden Morrisville,10285 Chapel Hill  RD ,STE 300,MORRISVILLE,NC,27560,(919) 468-6878,2016/08/16 04:00:00+00,Restaurant,17751,-78.82788003,35.83012574,M
3142303,04092017287,HARRIS TEETER #112 STARBUCKS,270 GRANDE HEIGHTS DR ,,CARY,NC,27513,(919) 460-4326,2016/08/15 04:00:00+00,Restaurant,17754,-78.78057473,35.80470311,M
3142304,04092017290,SAN MARCOS,5300 HOMEWOOD BANKS DR ,,RALEIGH,NC,27612,(919) 803-4393,2016/08/02 04:00:00+00,Restaurant,17757,-78.67983132,35.83702338,M
3142305,04092030312,THE ROLLING GRILL (WCID #558),7200 Old Stage RD ,,Raleigh,NC,27603,(919) 673-8038,2016/08/09 04:00:00+00,Mobile Food Units,17760,-78.65810885,35.67821959,M
3142306,04092021970,Circle K #2723303,2506 S SAUNDERS ST ,,RALEIGH,NC,27603,(919) 743-0128,2016/08/23 04:00:00+00,Food Stand,17787,-78.64945101,35.74978363,M
3142307,04092110512,WHITE OAK ELEMENTARY SCHOOL CAFETERIA,1512 WHITE OAK CHURCH RD ,,CARY,NC,27523,(919) 694-0202 ext. 22873,2016/08/12 04:00:00+00,Public School Lunchrooms,17764,-78.92001173,35.7815049,M
3142308,04092017301,ESMERALDA GRILL,748 E CHATHAM ST ,SUITE J,CARY,NC,27511,(919) 377-2455,2016/08/26 04:00:00+00,Restaurant,17825,-78.76514155,35.79157241,M
3142309,04092017302,WOLVES DEN,1060 WILLIAM MOORE DR ,,RALEIGH,NC,27606,(919) 513-6432,2016/08/12 04:00:00+00,Restaurant,17826,-78.70048783,35.79771956,M
3142310,04092017303,SHEETZ #607,40 CABELA DR ,,GARNER,NC,27529,(919) 662-1390,2016/08/16 04:00:00+00,Restaurant,17827,-78.58532113,35.69803233,M
3142311,04092017309,Bottledog Bites & Brews,8306 Chapel Hill RD ,,CARY,NC,27513,(919) 694-5377,2016/09/08 04:00:00+00,Restaurant,17856,-78.77617181,35.79224815,M
3142312,04092017320,BJ'S Restaurant,5707 Dillard DR ,,CARY,NC,27518,(919) 710-8170,2016/09/12 04:00:00+00,Restaurant,17917,-78.74369156,35.75540712,M
3142313,04092017319,PUBLIX #1514 DELI,1030 FORESTVILLE RD ,,WAKE FOREST,NC,27587,(919) 556-6671,2016/08/30 04:00:00+00,Restaurant,17918,-78.5075981,35.94611021,M
3142314,04092017318,FREDDY'S FROZEN CUSTARD & STEAKBURGERS #3207,221 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 557-3421,2016/09/08 04:00:00+00,Restaurant,17919,-78.84526788,35.66457162,M
3142315,04092017317,SAMS' CLUB #6976 CAFE,11460 ROYAL COTTON RD ,,WAKE FOREST,NC,27587,(919) 263-6134,2016/08/26 04:00:00+00,Restaurant,17920,-78.53862938,35.95675315,M
3142316,04092017314,CLEAN EATZ,7461 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 748-3770,2016/09/09 04:00:00+00,Restaurant,17923,-78.64725808,35.88069032,M
3142317,04092110513,BEAVERDAM ELEMENTARY SCHOOL CAFETERIA,3591 TARHEEL CLUB RD ,,RALEIGH,NC,27604,(919) 694-0222 ext. 22783,2016/08/25 04:00:00+00,Public School Lunchrooms,17926,-78.527868,35.82124794,M
3142318,04092021977,SPEEDWAY #6962,4020 JONES SAUSAGE RD ,,GARNER,NC,27529,(919) 662-4020,2016/09/07 04:00:00+00,Food Stand,17928,-78.58124023,35.72578409,M
3142319,04092021975,PUBLIX #1514 SEAFOOD,1030 FORESTVILLE RD ,,WAKE FOREST,NC,27587,(919) 556-6671,2016/08/30 04:00:00+00,Food Stand,17930,-78.5075981,35.94611021,M
3142320,04092017313,STARBUCKS #8589,4325-2119 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 788-0656,2016/09/09 04:00:00+00,Restaurant,17924,-78.67658678,35.83959062,M
3142321,04092021974,PUBLIX #1514 PRODUCE,1030 FORESTVILLE RD ,,WAKE FOREST,NC,27587,(919) 556-6671,2016/08/30 04:00:00+00,Food Stand,17931,-78.5075981,35.94611021,M
3142322,04092021973,SAM'S CLUB #6976 DELI,11460 ROYAL COTTON RD ,,WAKE FOREST,NC,27587,(919) 263-6134,2016/08/22 04:00:00+00,Food Stand,17932,-78.53862938,35.95675315,M
3142323,04092021972,CARROLL'S KITCHEN,19 E MARTIN ST ,,RALEIGH,NC,27601,(919) 670-3622,2016/09/15 04:00:00+00,Food Stand,17933,-78.6384745,35.77708758,M
3142324,04092021971,SAM'S CLUB #6976 ROTISSERIE,11460 ROYAL COTTON RD ,,WAKE FOREST,NC,27587,(919) 263-6134,2016/08/22 04:00:00+00,Food Stand,17934,-78.53862938,35.95675315,M
3142325,04092017312,BA-DA WINGS,6300-108 CREEDMOOR RD ,,RALEIGH,NC,27612,(919) 322-1418,2016/09/09 04:00:00+00,Restaurant,17925,-78.67947283,35.87241027,M
3142326,04092300275,PUBLIX #1514 MEATS,1030 FORESTVILLE RD ,,WAKE FOREST,NC,27587,(919) 556-6671,2016/08/30 04:00:00+00,Meat Market,17935,-78.5075981,35.94611021,M
3142327,04092300274,SAM'S CLUB #6976 MEAT MARKET,11460 ROYAL COTTON RD ,,WAKE FOREST,NC,27587,(919) 263-6134,2016/08/22 04:00:00+00,Meat Market,17936,-78.53862938,35.95675315,M
3142328,04092017327,Chipotle  #2822,1081 PINE PLAZA DR ,,APEX,NC,27502,(919) 362-5435,2016/09/20 04:00:00+00,Restaurant,18027,-78.82939266,35.74657076,M
3142329,04092017330,GALAXY FUN PARK,14460 FALLS OF NEUSE RD ,,RALEIGH,NC,27614,(919) 584-4000,2016/09/19 04:00:00+00,Restaurant,18030,-78.54362008,35.94386602,M
3142330,04092017332,OFF THE HOOK SEAFOOD RESTAURANT,308 SOUTHTOWN CIR ,,ROLESVILLE,NC,27571,(919) 263-1868,2016/09/27 04:00:00+00,Restaurant,18052,-78.47039569,35.91648377,M
3142331,04092021980,Circle K #2720816,1807 N HARRISON AVE ,,CARY,NC,27513,(919) 677-1808,2016/09/30 04:00:00+00,Food Stand,18096,-78.76848558,35.83028196,M
3142332,04092017333,AMC Holly Springs 9,320 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 285-0580,2016/09/29 04:00:00+00,Restaurant,18104,-78.8436742,35.66711942,M
3142333,04092030314,BUOY BOWLS #1 (WCID #573),2305 SPECKLED ALDER CT ,,APEX,NC,27523,(919) 550-7748,2016/09/28 04:00:00+00,Mobile Food Units,18105,-78.88006476,35.75731862,M
3142334,04092017335,NEW CHINA CHEF,1769 W WILLIAMS ST ,,APEX,NC,27523-9315,(919) 363-8885,2016/10/04 04:00:00+00,Restaurant,18127,-78.87770701,35.75964934,M
3142335,04092300276,SANGAM HALAL MARKET,10300 CHAPEL HILL RD ,SUITE 600/700,MORRISVILLE,NC,27560,(919) 460-4300,2016/09/30 04:00:00+00,Meat Market,18128,-78.82715668,35.83264302,M
3142336,04092021981,SMOOTHIE KING #1358,4120-110 MAIN AT NORTH HILLS ST ,,RALEIGH,NC,27609,(984) 269-7823,2016/09/27 04:00:00+00,Food Stand,18106,-78.64386319,35.83627444,M
